M,45,16,62,4,0,5,0,5,2,4,5,1,4,1,2,2,3,3,3,4,3,3,1,4,1,4,1,1,2,1,4,1,0,1,5,3,4,4,0,3,5,3,4,4,5,4,2,2,2
M,1,8,926,1,4,4,0,2,4,3,2,4,0,1,0,2,0,3,2,0,5,5,4,0,2,4,4,3,4,1,5,4,1,1,0,1,0,4,5,1,1,5,1,1,2,1,3,0,5
M,18,0,31,0,0,1,2,1,4,4,1,3,5,3,2,3,0,1,3,3,4,2,2,4,2,4,4,4,5,0,0,1,3,1,3,2,2,3,1,0,5,2,4,0,5,5,4,4,1
F,45,9,655,1,0,1,4,2,2,0,5,3,4,5,5,0,3,3,2,2,5,0,2,4,5,5,5,3,0,5,2,1,3,4,0,1,1,5,3,5,2,3,3,1,0,0,2,1,3
M,56,7,554,0,0,1,2,4,5,4,5,1,3,3,1,5,1,2,3,4,5,5,2,1,1,0,4,1,0,0,5,1,2,5,4,0,3,0,4,1,5,0,1,2,1,4,5,3,2
M,1,14,837,3,3,0,4,5,4,3,0,3,1,4,4,1,0,0,3,3,1,2,0,2,2,2,4,2,0,0,5,1,3,3,1,0,4,5,5,1,4,1,3,1,0,1,3,2,2
F,45,19,833,3,0,4,2,4,4,3,0,1,0,3,2,4,1,5,3,5,3,2,2,2,4,2,5,1,1,0,3,4,1,2,5,0,1,4,2,5,1,2,2,4,2,5,4,0,3
F,35,13,273,1,0,4,4,2,4,3,1,5,1,1,2,4,1,5,1,2,3,5,3,0,1,0,4,1,0,5,4,4,5,5,0,4,3,1,2,4,4,4,5,2,3,1,2,0,2
F,56,8,997,3,4,0,3,0,5,2,4,1,5,0,1,4,4,1,3,0,4,0,5,5,4,4,2,4,3,0,4,4,0,3,2,1,1,4,4,3,3,2,1,2,3,2,2,0,0
M,25,14,446,3,1,5,2,1,4,0,3,4,2,2,3,0,1,2,0,4,1,5,1,5,4,0,4,1,4,4,2,4,4,5,3,5,3,1,3,2,0,2,3,1,0,5,5,3,1
M,1,9,527,2,0,1,4,2,5,1,4,3,4,3,1,2,0,0,5,0,1,4,5,2,5,2,4,5,1,2,5,3,3,4,4,4,5,0,4,0,2,3,3,1,2,0,1,1,4
M,56,0,49,3,2,1,5,5,1,4,1,1,4,1,0,3,0,3,3,3,5,4,2,5,5,2,4,5,5,0,0,0,0,0,4,0,2,1,1,4,2,1,3,1,0,5,0,0,1
M,35,15,432,3,4,0,0,2,0,4,5,0,2,2,1,2,0,5,0,0,4,3,2,0,1,2,5,4,3,4,0,3,1,3,2,4,0,5,0,1,4,5,1,5,0,1,1,0,5
F,1,3,627,4,1,3,0,0,4,2,4,3,1,5,0,3,1,3,1,2,1,1,5,2,1,3,4,4,4,5,3,0,2,1,2,3,0,1,4,1,5,2,4,4,5,5,4,2,0
M,18,3,64,4,1,1,5,5,4,0,2,3,2,0,4,1,4,2,3,5,4,2,3,0,5,2,3,4,1,5,1,5,3,1,4,5,1,4,0,1,5,3,4,0,5,2,1,4,0
M,56,17,761,1,4,3,4,4,5,1,3,3,1,1,5,2,0,1,4,3,3,1,3,5,5,2,4,0,4,0,0,1,0,4,5,3,1,4,0,3,4,5,5,3,1,3,2,0,2
F,50,8,229,2,4,3,3,2,5,4,2,0,1,3,5,2,1,1,2,5,4,2,5,4,4,2,4,5,2,0,1,5,0,0,0,2,2,1,0,2,5,2,1,1,2,4,5,0,4
F,18,17,974,1,3,1,4,5,3,4,4,5,3,0,5,4,3,4,1,4,1,1,2,3,1,5,3,4,5,2,1,2,4,1,3,4,3,1,4,3,4,3,4,3,1,3,2,3,5
M,56,9,700,0,2,1,1,2,5,0,0,2,1,1,2,4,2,2,1,4,2,4,5,0,5,2,2,5,3,5,1,4,3,3,4,4,1,2,0,1,0,5,2,2,0,1,2,3,2
F,35,9,658,2,3,1,2,1,2,3,1,5,1,4,5,5,1,4,3,0,4,1,4,0,5,5,4,0,4,0,2,3,3,0,4,1,3,5,5,1,3,4,2,1,0,2,4,2,5
F,56,4,309,3,4,0,5,1,1,0,3,5,0,3,5,4,0,5,0,4,3,1,5,2,5,3,0,2,5,1,5,5,3,4,3,5,3,0,2,4,5,0,1,3,4,0,0,1,2
M,35,8,186,3,0,3,4,2,3,0,1,3,1,2,5,3,0,5,1,4,1,0,1,4,1,3,2,0,1,1,4,4,4,0,5,3,0,2,4,1,5,1,2,0,5,3,2,2,1
F,1,9,720,5,4,2,1,2,3,4,4,5,5,5,5,0,4,2,1,0,0,5,4,5,2,4,1,2,0,5,3,3,1,1,4,0,2,2,3,2,2,3,1,0,2,3,1,4,2
F,1,2,772,1,2,0,2,3,4,0,1,5,3,1,2,0,1,2,3,2,3,2,1,2,2,4,2,4,4,1,1,0,3,0,2,5,1,5,3,1,5,0,3,5,0,2,4,2,1
F,50,14,944,1,3,3,0,2,2,4,5,5,2,5,1,2,0,5,3,4,3,4,5,2,1,4,2,3,1,2,2,0,2,0,2,1,3,4,5,3,5,3,5,5,1,0,0,3,0
F,45,15,245,4,0,0,1,2,3,0,5,4,1,2,2,4,4,4,5,4,1,5,2,3,3,2,1,0,4,1,4,5,5,1,3,2,2,0,0,5,4,1,4,1,0,1,3,4,5
M,56,14,28,4,4,0,2,3,1,4,2,1,1,0,3,5,1,4,3,0,5,4,0,4,2,2,2,4,4,3,4,0,4,1,5,0,4,1,3,2,2,1,0,1,3,2,1,4,4
M,18,8,336,2,4,0,0,1,5,2,0,0,4,2,0,1,3,3,1,3,5,3,4,0,2,2,3,2,4,0,3,5,3,4,0,4,1,0,1,1,1,4,2,0,3,3,5,4,4
M,35,0,180,4,4,0,5,1,5,1,0,0,0,1,3,1,2,2,2,5,3,0,5,4,1,2,0,4,2,4,4,1,1,3,4,4,5,4,1,0,0,2,1,1,3,0,0,1,1
M,35,15,281,4,1,0,2,0,2,4,3,4,0,2,5,2,1,2,5,2,3,0,2,4,4,2,0,3,0,5,5,5,1,1,1,2,3,4,5,3,0,5,2,4,1,1,1,4,0
F,1,10,20,4,4,1,0,4,2,1,5,1,4,2,0,5,0,2,0,1,0,0,1,3,2,2,1,4,2,5,1,0,3,4,3,3,4,5,5,1,3,0,1,1,0,3,1,5,1
F,18,5,968,1,2,3,4,4,2,1,4,5,4,1,3,1,5,4,2,3,0,1,1,2,5,4,4,2,3,1,0,2,5,3,2,3,4,4,3,3,3,3,1,4,1,5,2,5,4
F,1,3,837,1,4,1,3,1,4,4,0,1,5,3,2,2,3,3,4,2,4,5,0,3,4,2,2,4,2,2,3,0,2,5,0,4,2,0,1,2,2,0,4,0,2,0,0,3,2
M,18,15,352,4,1,4,1,4,4,3,5,3,0,4,0,0,5,1,2,2,1,0,5,0,5,0,0,3,4,1,1,0,0,0,0,5,5,1,3,3,2,3,1,1,2,3,1,0,2
F,56,5,674,3,3,4,1,3,5,1,4,0,3,1,0,5,0,0,2,1,1,5,2,3,0,2,3,2,1,5,4,0,5,1,5,5,3,2,1,0,0,4,0,2,0,1,2,5,2
M,45,1,313,0,3,1,4,1,3,3,2,1,4,3,5,0,0,5,2,4,2,4,0,3,1,2,4,0,5,4,4,3,5,3,0,5,2,1,1,5,2,5,1,0,0,3,5,2,3
F,25,11,931,1,2,2,5,5,2,0,4,3,2,4,2,5,3,2,5,5,3,1,3,0,2,4,3,4,5,5,1,5,4,1,3,0,5,0,1,1,5,2,4,4,3,4,5,4,2
F,18,2,658,5,3,3,2,2,4,4,4,2,2,0,5,5,0,5,1,5,1,3,3,4,5,0,4,2,1,4,5,5,1,4,5,0,0,2,0,2,4,3,0,1,3,4,3,1,5
M,35,11,641,5,3,5,5,3,4,4,2,1,2,4,1,3,1,5,2,3,2,5,3,0,0,2,3,5,0,3,4,2,3,4,0,1,2,0,4,0,4,4,5,1,0,4,5,5,4
M,50,19,793,0,0,2,2,4,4,2,3,4,1,5,5,4,0,2,2,1,1,5,1,4,3,4,3,1,4,4,1,1,5,0,2,4,1,3,2,0,4,4,0,5,3,3,2,0,4
M,50,8,441,4,3,4,2,3,3,4,4,3,1,4,2,0,2,3,4,2,1,0,1,4,1,4,2,5,0,5,1,1,2,3,3,3,1,4,1,4,1,0,2,4,2,3,0,0,5
F,45,15,805,0,0,0,4,5,0,4,3,0,0,0,1,3,4,0,4,5,3,3,4,1,4,0,5,5,2,2,5,1,4,4,0,2,3,0,1,0,0,1,3,4,3,5,0,4,5
M,18,8,196,4,3,5,4,2,5,0,5,1,1,4,0,4,2,5,3,3,3,4,4,0,4,5,1,4,1,0,3,5,3,2,5,4,0,5,2,3,2,4,1,2,0,4,1,1,2
M,56,3,79,3,4,1,2,1,2,2,2,5,1,1,3,4,2,3,2,3,3,3,2,4,1,4,5,5,1,3,3,0,4,4,5,3,2,3,4,4,4,4,2,2,2,1,5,1,2
F,45,13,275,1,4,4,3,5,3,0,4,2,1,2,3,4,0,1,0,5,3,0,1,4,3,2,4,4,4,0,5,3,1,2,0,5,0,1,1,0,2,1,1,1,3,3,0,0,2
M,45,10,939,1,0,3,2,2,5,3,0,1,5,5,2,2,0,3,2,4,5,4,1,0,4,2,4,3,4,3,1,4,3,5,3,5,4,4,3,4,5,4,1,0,0,1,2,3,4
M,18,15,210,3,1,3,5,5,5,3,0,0,2,2,1,1,5,4,3,0,1,0,0,0,1,2,3,1,4,3,0,5,0,3,0,4,3,4,5,4,2,5,2,0,5,3,2,5,4
F,45,18,951,4,4,1,2,2,5,3,3,1,1,4,5,5,4,3,3,0,2,1,1,1,2,2,5,1,5,3,4,3,2,3,1,4,0,5,5,4,4,3,5,5,4,2,0,0,5
F,35,0,65,1,0,3,4,1,4,3,5,4,5,0,2,2,3,2,5,3,4,2,2,4,1,0,5,1,1,2,2,0,1,1,5,3,2,1,1,0,3,2,0,3,0,5,5,3,3
F,56,8,761,1,0,1,0,5,3,0,0,3,2,3,1,4,0,5,1,3,0,5,2,2,1,0,5,1,2,4,2,5,0,5,3,5,0,1,0,3,4,0,0,1,1,1,1,5,4
M,1,16,417,0,2,3,0,3,3,2,0,0,1,3,1,5,1,2,3,3,1,2,0,1,4,3,3,4,1,3,5,4,2,4,5,5,0,0,3,4,0,4,0,1,5,5,1,4,4
F,18,6,603,1,4,1,5,0,3,2,4,4,4,4,2,4,0,3,1,5,2,1,1,4,1,3,4,1,3,1,5,5,4,1,5,5,3,3,1,1,4,5,1,4,1,3,5,2,4
M,50,18,223,0,1,0,0,5,2,4,4,0,2,2,5,4,2,2,1,3,3,4,0,5,5,0,5,4,4,0,2,3,2,3,2,4,0,4,3,2,4,1,0,0,4,5,5,1,4
M,56,6,180,3,4,3,2,2,2,0,4,5,4,4,0,0,3,1,3,0,4,0,0,1,3,4,3,4,1,4,0,4,2,3,3,4,0,0,1,0,1,1,2,2,0,2,0,4,0
F,18,7,221,1,0,0,1,0,2,4,1,5,4,0,1,3,1,4,1,3,4,5,4,2,1,2,1,1,1,0,0,1,2,2,5,5,4,4,2,2,3,2,4,1,5,4,3,5,4
F,35,7,799,0,0,0,2,0,4,1,5,1,1,3,1,1,5,0,0,4,2,4,0,5,3,5,4,2,4,3,3,1,2,1,1,4,5,2,4,0,4,1,1,0,4,3,1,0,5
M,35,10,441,1,0,0,2,1,4,0,5,5,1,0,1,2,4,1,0,3,3,3,4,4,1,4,2,2,3,5,3,5,0,2,3,0,4,4,5,0,2,1,2,1,0,3,3,5,5
M,25,11,461,5,0,1,2,3,2,4,2,0,1,2,0,3,1,0,1,0,1,1,5,1,5,4,2,4,4,1,3,0,1,1,2,5,5,1,4,2,0,2,3,0,2,3,5,4,0
F,25,0,197,1,4,2,3,5,4,2,0,1,4,1,2,3,1,5,5,0,0,1,5,1,5,5,4,4,3,3,5,3,1,1,4,1,0,1,3,4,5,1,4,1,5,5,4,5,1
M,50,10,405,0,2,1,1,4,3,3,1,5,4,2,1,2,0,5,5,1,3,3,2,4,2,4,4,4,2,5,4,1,3,4,1,4,0,4,3,0,0,3,1,1,4,5,5,0,3
F,50,9,787,2,1,3,2,5,4,1,3,5,3,5,3,4,1,1,4,5,3,3,4,0,0,4,1,1,0,2,4,1,0,5,1,4,5,0,1,2,3,0,3,2,3,1,2,0,1
F,35,15,146,1,0,0,2,2,4,2,5,5,3,2,2,0,1,5,1,4,1,4,5,2,2,2,5,3,3,0,2,3,2,2,4,4,5,1,1,2,4,0,3,0,4,5,4,3,5
M,56,6,64,3,2,3,0,0,1,4,0,5,0,2,1,4,2,2,2,3,3,0,5,2,0,2,4,3,2,2,0,3,4,3,4,4,1,0,2,3,5,4,0,3,2,3,1,5,4
F,25,11,547,1,4,3,2,2,5,0,4,0,4,1,1,0,3,2,2,2,0,3,2,2,4,5,2,0,1,5,1,3,0,1,4,5,5,3,2,0,5,2,1,0,3,0,0,2,0
M,56,15,88,4,4,0,4,2,5,2,3,1,2,2,0,4,0,1,3,4,4,1,3,0,1,0,2,3,3,4,5,1,4,2,0,2,1,0,1,3,1,3,4,2,1,3,1,5,5
F,18,16,944,1,2,5,3,0,5,0,3,4,0,1,1,4,3,1,1,5,3,2,0,1,5,5,5,1,0,4,1,5,5,2,5,1,5,5,1,5,2,5,2,5,5,1,2,2,4
F,1,8,815,4,1,2,2,0,5,4,4,1,2,4,5,2,0,4,2,1,3,5,2,2,4,4,5,1,4,5,2,3,2,1,5,5,0,0,5,1,4,3,4,5,2,2,4,4,5
M,18,10,331,0,2,0,2,3,2,2,3,4,0,0,4,3,5,5,1,3,1,0,5,1,2,5,3,3,0,3,2,0,1,3,1,2,5,4,1,4,5,5,0,1,0,5,2,5,0
F,45,20,30,3,2,5,4,4,5,0,0,1,0,2,2,2,4,5,3,4,0,5,2,1,1,4,3,3,2,4,5,2,4,1,3,2,0,5,5,0,5,1,3,3,5,1,4,4,1
F,1,2,465,5,0,4,3,4,0,4,0,1,2,5,4,3,5,0,1,0,4,0,0,1,3,4,2,3,4,5,4,1,5,0,1,3,3,4,1,2,4,1,1,2,4,3,4,4,2
F,56,11,933,1,4,0,2,5,4,1,3,5,0,0,3,3,1,4,5,1,3,4,1,2,0,2,5,4,3,4,4,1,4,3,3,4,1,3,0,3,1,3,0,0,0,1,1,5,0
M,56,15,540,1,0,0,1,2,5,4,3,1,1,0,0,5,4,3,5,5,2,0,5,5,4,4,4,1,5,1,1,0,3,0,5,2,4,0,1,2,4,0,1,3,0,5,3,4,4
M,56,3,376,1,3,1,1,2,2,0,4,1,5,0,3,2,0,4,4,1,5,2,0,0,1,0,4,0,4,1,0,1,5,4,4,1,5,5,5,5,2,5,1,0,3,3,4,3,4
F,35,10,229,3,2,3,2,4,4,1,0,0,2,3,1,1,5,2,3,1,5,5,4,5,2,4,4,1,5,5,0,3,3,1,5,1,2,0,5,5,5,1,2,0,0,3,4,4,0
F,56,3,329,2,1,4,5,5,1,0,0,3,4,3,0,0,2,3,1,1,5,1,2,0,1,5,4,1,4,3,5,0,0,4,2,0,4,4,4,3,5,3,1,0,2,5,2,4,4
F,50,18,662,5,2,5,3,0,3,3,4,2,0,5,5,4,4,2,2,1,3,5,1,4,2,4,4,0,2,2,1,3,4,0,3,2,1,2,3,1,0,5,5,1,2,1,0,5,5
F,1,15,223,1,2,0,3,5,0,4,2,5,5,4,1,1,4,0,2,5,3,5,2,4,4,5,1,0,2,5,3,0,1,4,3,5,2,5,1,2,1,2,4,0,2,3,4,5,4
M,1,3,201,0,0,1,0,5,2,4,3,0,1,1,0,4,4,2,5,0,3,3,1,4,1,4,3,0,1,2,1,1,1,5,4,3,2,0,3,1,2,3,4,1,3,5,1,2,2
F,50,20,641,5,4,0,4,0,0,3,2,1,2,3,4,0,4,1,2,3,5,2,2,3,3,2,4,2,3,2,4,3,2,2,5,5,4,3,4,3,2,1,1,1,0,1,0,2,2
F,45,14,373,4,0,5,2,5,5,2,2,4,3,2,3,1,3,2,1,3,1,3,2,0,4,0,0,5,3,4,2,3,3,2,5,3,3,2,4,1,3,4,0,0,5,3,1,4,2
F,45,15,236,1,3,3,5,5,5,3,5,1,1,5,1,5,5,4,2,4,1,0,2,4,2,4,4,2,1,4,5,4,1,3,0,4,5,4,4,5,0,1,2,0,3,3,3,0,4
F,35,0,943,3,2,2,2,4,5,1,3,1,4,1,2,5,3,2,1,2,4,3,0,4,3,0,4,1,1,0,0,5,5,1,5,0,0,4,2,5,5,0,3,2,3,3,3,0,5
F,18,1,629,1,2,3,4,4,5,3,5,4,3,5,0,2,2,1,3,0,4,1,3,2,5,4,3,0,5,5,0,2,2,5,0,4,4,2,0,4,5,5,4,2,5,0,3,5,2
F,45,14,760,1,2,1,2,2,2,3,5,1,4,1,5,4,3,1,5,2,4,2,3,3,2,4,3,5,1,2,3,0,3,1,5,1,4,1,1,1,0,1,2,2,1,3,2,3,3
M,18,10,64,0,3,3,2,0,3,1,2,5,0,2,5,0,2,2,1,3,3,4,0,4,5,2,0,4,1,5,4,4,1,5,3,3,0,5,1,3,5,2,2,0,0,2,0,4,4
F,56,19,50,5,0,0,2,4,4,4,3,5,1,1,4,1,3,5,0,4,4,4,0,0,1,2,4,1,4,2,5,4,3,5,5,4,0,1,3,4,5,4,1,2,4,3,0,4,2
M,45,15,581,0,0,2,4,3,5,0,1,3,3,0,0,5,2,5,1,4,2,2,5,0,1,2,2,4,1,4,1,2,2,0,3,0,5,1,2,3,1,5,2,2,3,0,3,1,2
M,45,4,875,4,0,0,2,1,4,0,5,0,1,5,2,3,0,2,3,0,3,2,1,2,0,5,4,4,5,2,3,0,1,5,0,0,4,4,5,5,3,4,3,2,1,5,2,5,0
F,50,4,352,3,3,0,4,5,5,0,3,3,1,2,0,1,1,3,1,2,0,4,5,1,4,5,2,4,1,4,1,2,3,4,5,2,0,1,4,0,2,4,3,1,0,5,3,0,4
M,45,0,431,1,3,2,2,3,1,3,1,5,1,1,5,4,3,1,5,2,3,3,1,3,0,3,4,2,0,3,3,0,5,3,1,3,0,1,2,4,3,1,5,1,5,3,1,0,2
M,50,15,81,4,3,0,0,2,5,0,5,1,1,5,5,5,5,3,3,2,2,5,1,2,5,4,4,5,5,4,5,0,5,3,4,5,0,1,5,5,3,2,4,0,1,3,2,4,5
F,25,1,42,2,1,3,0,0,5,4,4,5,1,1,0,5,1,3,3,2,0,5,1,5,2,4,2,1,0,0,0,3,4,0,5,1,0,3,3,2,4,1,2,0,3,4,5,3,2
F,35,9,31,1,4,3,2,2,5,1,2,0,2,1,5,5,1,3,3,4,0,2,3,5,1,4,5,1,0,0,3,3,2,1,5,3,5,1,5,5,4,1,3,4,0,3,1,5,4
M,1,8,104,0,3,5,2,4,4,4,1,5,4,4,5,0,0,5,1,4,2,0,1,3,1,4,0,4,0,3,1,5,1,5,3,1,3,1,0,5,5,2,4,0,2,0,4,0,2
M,56,6,720,1,2,1,5,0,5,3,5,1,2,5,3,3,5,3,5,1,3,0,4,4,1,4,4,1,4,1,2,4,4,0,3,3,3,4,0,0,0,3,2,3,3,5,1,5,4
F,1,2,674,1,2,1,5,5,5,3,1,1,2,1,4,3,0,2,5,4,1,1,3,5,3,2,4,4,4,2,4,2,1,5,4,1,4,4,1,3,4,4,2,1,1,5,2,1,5
M,35,18,685,2,3,1,1,5,5,1,0,3,2,2,0,1,5,5,0,3,4,3,1,0,3,0,5,1,1,5,0,4,4,4,1,5,4,4,3,5,4,5,5,0,2,4,0,4,2
F,45,3,760,1,4,4,4,0,4,1,4,1,0,1,0,1,1,4,0,2,2,1,5,2,5,0,0,1,1,0,5,1,2,0,4,4,0,2,4,1,2,2,0,1,2,3,4,0,2
F,18,14,245,0,3,3,2,3,5,2,0,4,4,0,3,1,0,1,2,1,1,0,1,3,1,0,3,5,4,5,1,5,1,4,3,5,0,0,2,2,2,2,3,1,1,1,1,5,0
F,18,2,947,4,2,4,5,1,4,2,5,1,3,0,4,2,1,1,3,3,5,4,1,3,1,4,4,3,4,3,1,3,5,0,2,1,2,1,4,4,2,1,4,0,4,2,5,2,1
M,35,2,431,3,4,5,4,0,1,1,0,3,2,4,4,0,4,2,1,3,5,3,0,4,2,4,2,5,1,0,4,3,3,0,2,3,3,2,5,1,3,3,2,0,0,3,0,0,5
M,45,20,110,1,4,5,5,4,5,4,0,3,4,3,1,0,3,2,3,5,5,5,5,2,1,4,3,1,5,4,1,2,2,1,5,0,0,1,2,0,0,0,5,4,0,2,2,2,4
F,50,14,602,0,4,4,5,3,0,4,4,5,1,4,0,2,2,0,1,4,3,0,0,2,4,5,1,1,5,0,0,5,4,1,5,5,0,0,5,2,3,4,3,1,5,0,1,5,1
F,56,7,640,0,4,1,2,0,5,0,0,1,4,3,1,2,4,2,0,5,0,5,0,3,1,5,3,2,4,0,3,0,2,3,5,4,1,4,1,1,3,2,5,0,5,4,2,5,4
F,1,0,382,4,0,1,2,2,2,3,3,5,4,4,1,2,0,5,1,5,5,2,0,2,2,2,1,4,0,1,0,0,4,4,4,5,0,0,0,0,0,3,3,4,3,1,2,0,5
M,1,11,993,0,2,0,2,1,5,4,4,1,5,1,5,1,3,1,1,2,3,4,2,0,4,2,4,4,4,2,4,5,1,1,4,0,0,5,1,3,3,5,1,4,1,0,4,5,5
F,35,5,421,1,2,4,4,2,3,3,2,1,0,2,1,1,1,3,1,5,5,1,2,4,1,3,3,4,0,0,1,0,3,5,2,3,3,3,3,2,0,5,0,3,1,1,3,0,4
M,25,20,201,1,1,2,2,4,5,4,4,3,1,4,3,0,2,1,0,3,2,0,3,1,1,3,1,1,2,0,4,5,0,3,3,4,1,4,4,5,2,0,4,5,2,2,2,0,2
F,56,11,262,3,2,1,2,5,5,4,5,5,3,2,3,4,0,2,3,4,0,0,5,2,3,0,1,2,1,2,3,1,4,0,5,5,4,0,1,2,5,5,4,3,3,3,0,2,1
F,35,2,221,0,4,0,5,3,5,3,4,1,4,5,5,1,0,4,3,1,3,0,3,4,0,4,5,3,1,1,4,0,1,1,4,5,1,1,3,3,3,1,1,1,0,5,4,0,2
M,56,10,339,1,0,5,0,1,3,3,4,3,5,2,5,1,0,3,2,5,1,1,4,1,4,4,0,2,2,0,2,4,0,3,3,2,4,0,1,3,4,5,0,3,2,0,0,5,4
M,56,18,109,2,2,4,2,0,2,3,0,5,1,2,2,4,0,2,3,2,0,4,1,2,5,5,5,5,1,0,3,5,4,0,0,3,2,1,1,4,0,1,1,0,2,1,3,5,5
