199,M,18,4,837,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
202,M,18,4,537,0,0,0,5,0,2,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,2,0,5,3,3,0,0,3,0,0,0,0,2,0,0
204,M,25,7,921,4,0,0,5,4,3,0,0,3,5,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,0,0,4,0,2,0,5,4,0,4,0,0,0,0,0,4,3,0,0
216,M,45,13,527,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0
222,M,25,1,551,3,0,0,5,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,4,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0
223,M,25,17,282,5,0,0,0,5,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,1,0,3,4,5,0,0,0,0,0,0,0,5,0,0
224,F,18,4,148,0,0,4,5,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,3,0,0,0,0
225,M,25,7,112,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0,0
229,M,18,10,45,3,0,0,5,0,2,0,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,0
231,M,25,3,554,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
235,M,25,0,981,0,0,5,4,4,0,0,0,4,5,4,0,0,0,0,0,0,0,3,0,4,0,0,4,0,4,3,0,0,4,3,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0
238,F,50,7,902,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0
242,F,18,4,537,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
244,M,50,7,190,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
245,M,35,16,660,3,0,0,4,3,1,0,0,0,4,3,0,0,0,0,0,0,3,2,0,4,3,0,0,0,3,2,0,2,2,3,1,0,2,3,5,4,0,0,0,0,0,3,2,0,1
255,M,35,0,853,0,0,0,5,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,5,3,4,0,0,0,0,0,0,3,0,0
260,M,18,19,981,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,5,0,1,0,0,0,0,3,0,0,0,0,0,0,0
261,M,25,20,758,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,4,0,4,2,0,0,0,3,0,0
262,F,25,1,685,3,0,0,5,3,3,0,0,4,5,4,4,0,5,0,0,0,4,4,0,2,0,0,0,0,4,5,0,0,5,4,0,0,4,3,4,4,0,3,3,2,0,5,2,2,2
263,F,25,7,223,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
264,M,35,0,207,3,0,0,4,0,0,0,0,2,4,4,2,0,0,0,0,0,0,3,0,4,3,0,0,0,3,3,0,0,3,0,2,0,4,4,3,3,0,1,0,0,0,3,3,0,0
271,M,18,4,482,4,0,0,5,4,3,0,0,0,4,5,0,0,0,0,0,0,0,4,0,4,4,0,4,0,3,5,0,0,5,5,5,0,4,5,0,0,0,4,3,0,0,0,4,0,0
272,M,18,0,803,2,0,0,5,2,0,0,0,0,5,5,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,1,0,4,5,5,0,1,4,5,0,0,0,0,0,0,0,0,1,1,0
273,M,18,4,554,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,4,4,4,0,0,4,0,0
284,M,25,12,919,3,0,0,5,0,1,0,0,2,3,0,1,0,0,0,0,0,3,3,2,0,0,0,3,4,0,3,0,5,3,5,0,0,5,3,5,5,0,2,1,1,0,4,0,0,3
293,M,56,1,553,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
300,M,25,7,786,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0
301,M,18,4,618,3,0,0,5,0,4,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,4,0,0,5,0,0,0,0,0,0,2,0,0
302,M,18,4,49,2,0,0,5,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,4,0,1,0,4,4,0,0,0,2,1,0,2,0,3,0,0
306,M,18,0,530,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
308,M,25,2,100,4,0,0,5,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,3,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0
310,F,18,4,312,4,0,0,5,0,0,0,0,0,4,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,2,0,0,0,0,0,0
314,F,56,9,469,0,0,4,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
316,M,56,13,907,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
319,F,50,6,334,0,0,3,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
321,M,18,4,551,1,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,4,4,5,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0
323,M,45,12,537,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
326,M,50,11,253,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,3,0,4,0,0,0,0,4,3,0,0,0
329,M,35,7,21,3,0,4,4,0,0,0,0,1,4,2,0,1,0,1,0,0,3,1,0,1,0,0,0,0,3,2,4,1,3,1,0,3,3,2,0,3,0,3,0,0,4,3,1,0,0
331,M,25,7,559,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
335,M,35,18,554,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,3,0,0,0,0,0,4,1,0,1
336,M,18,0,987,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
337,M,18,19,802,4,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,5,0,0
338,M,35,7,551,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,0,2,0,0,0,0,4,0,0,0,3,0,0,0,3,4,5,0,0,0,0,0,0,4,0,0,0
340,F,25,3,280,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
343,F,35,3,551,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,4,5,0,0,1,0,0,0,0,5,0,3,0
346,F,25,0,551,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
352,M,18,4,601,0,0,0,5,3,0,0,0,0,4,4,3,0,0,0,2,0,0,3,0,4,0,0,0,0,3,4,5,3,3,0,0,0,3,3,0,5,0,3,2,0,0,0,3,1,0
355,M,18,3,551,2,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,4,0,0,1,4,0,0,3,0,0,0,0,4,3,3,0,4,4,0,0
366,M,50,15,551,3,0,0,5,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,4,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,0
372,F,18,4,722,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
377,M,25,17,554,0,0,0,5,0,0,0,0,0,4,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0
387,F,35,7,551,4,0,0,5,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3,0,0,4,4,3,4,0,0,0,0,0,2,3,0,0
392,M,18,7,200,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,1,0,0,3,0,4,0,3,0,0,0,0,2,0,0
398,M,25,17,554,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0
402,M,25,11,554,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2
403,M,18,4,21,2,0,0,5,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,0,0,0,2,0,0,0,0,4,0,0
409,M,18,12,551,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0
411,F,45,1,432,0,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,2,0,0,3,0,3,3,0,0,4,0,0,0,0,4,3,3,0,0,0,0,0,2,0,0,0
412,M,35,15,551,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0
415,F,35,0,554,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
424,M,25,17,551,4,0,4,5,3,3,0,0,4,4,4,0,0,4,0,0,0,0,4,4,4,0,0,4,0,5,4,0,4,4,3,0,0,4,5,5,4,0,3,0,0,0,5,3,0,0
426,M,18,4,554,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,3,0
429,M,18,0,549,2,0,0,5,2,3,0,0,0,5,4,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,4,3,0,0,0,4,0,0,0,0,2,0,0
431,M,18,10,553,2,0,0,4,4,1,0,0,1,3,4,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,3,4,0,4,4,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0
436,M,18,4,430,4,0,0,4,4,3,2,0,4,3,5,2,0,0,4,0,0,0,5,5,5,2,0,4,4,0,4,0,4,2,5,2,0,2,0,0,0,0,3,3,3,0,4,3,0,3
438,M,18,11,537,3,0,4,5,4,2,1,0,0,4,4,0,0,4,3,0,0,0,4,0,0,0,0,3,2,3,4,4,0,5,3,3,0,4,4,0,0,0,3,2,1,0,0,4,2,0
442,M,25,1,551,0,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2,0,0,4,0,3,2,0,0,3,0,4,0,5,5,0,5,0,0,0,0,0,4,0,0,0
445,M,45,12,551,0,0,0,5,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3
449,M,25,7,850,1,0,0,5,0,0,0,0,0,4,5,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,5,5,0,4,4,0,0,4,4,0,5,0,0,0,0,0,3,0,0,0
453,M,18,4,551,0,0,0,5,0,0,1,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,3,4,0,0,4,0,5,0,0,0,0,0,0,0,4,0,0
454,M,25,20,550,0,0,5,5,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,0,4,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1
456,M,35,0,551,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0
457,M,18,4,547,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0
461,M,50,7,550,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,0,0,3,4,0,2,0,0,0,0,0,3,3,2,0
462,M,18,16,554,0,0,0,5,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,3,0,0,0,3,0,0,0,0,3,2,3,0,0,3,0,0
471,M,35,7,89,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,2,0,3,0,0,4,0,0,0,0,0,0,0,0,0
475,F,25,2,554,4,0,0,5,5,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0
476,M,35,0,551,4,3,0,5,4,3,4,0,5,5,5,0,2,0,0,0,3,0,2,0,1,0,0,4,0,4,3,4,2,3,4,0,0,4,4,0,1,0,5,4,4,5,5,4,0,0
479,M,25,12,550,0,0,0,4,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0
482,M,25,14,553,0,0,0,3,0,3,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,1,0,0
494,F,35,0,178,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,5,0,0,0,0,3,2,0,0,0,0,0,0
